province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Beijing,China,2022-05-09,40.1824,116.4142,POINT(116.4142 40.1824),2572,9,,,,,"Beijing, China"
Chongqing,China,2022-05-09,30.0572,107.874,POINT(107.874 30.0572),703,6,,,,,"Chongqing, China"
Fujian,China,2022-05-09,26.0789,117.9874,POINT(117.9874 26.0789),3064,1,,,,,"Fujian, China"
Gansu,China,2022-05-09,35.7518,104.2861,POINT(104.2861 35.7518),681,2,,,,,"Gansu, China"
Guangdong,China,2022-05-09,23.3417,113.4244,POINT(113.4244 23.3417),7218,8,,,,,"Guangdong, China"
Guangxi,China,2022-05-09,23.8298,108.7881,POINT(108.7881 23.8298),1597,2,,,,,"Guangxi, China"
Guizhou,China,2022-05-09,26.8154,106.8748,POINT(106.8748 26.8154),181,2,,,,,"Guizhou, China"
Hainan,China,2022-05-09,19.1959,109.7453,POINT(109.7453 19.1959),288,6,,,,,"Hainan, China"
Hebei,China,2022-05-09,37.8957,114.9042,POINT(114.9042 37.8957),2003,7,,,,,"Hebei, China"
Heilongjiang,China,2022-05-09,47.862,127.7615,POINT(127.7615 47.862),2983,13,,,,,"Heilongjiang, China"
Henan,China,2022-05-09,33.882,113.614,POINT(113.614 33.882),3052,22,,,,,"Henan, China"
Hong Kong,China,2022-05-09,22.3,114.2,POINT(114.2 22.3),1206818,9347,,,,,"Hong Kong, China"
Hubei,China,2022-05-09,30.9756,112.2707,POINT(112.2707 30.9756),68398,4512,,,,,"Hubei, China"
Hunan,China,2022-05-09,27.6104,111.7088,POINT(111.7088 27.6104),1392,4,,,,,"Hunan, China"
Inner Mongolia,China,2022-05-09,44.0935,113.9448,POINT(113.9448 44.0935),1753,1,,,,,"Inner Mongolia, China"
Jiangsu,China,2022-05-09,32.9711,119.455,POINT(119.455 32.9711),2214,0,,,,,"Jiangsu, China"
Jiangxi,China,2022-05-09,27.614,115.7221,POINT(115.7221 27.614),1383,1,,,,,"Jiangxi, China"
Jilin,China,2022-05-09,43.6661,126.1923,POINT(126.1923 43.6661),40257,5,,,,,"Jilin, China"
Liaoning,China,2022-05-09,41.2956,122.6085,POINT(122.6085 41.2956),1658,2,,,,,"Liaoning, China"
Macau,China,2022-05-09,22.1667,113.55,POINT(113.55 22.1667),82,0,,,,,"Macau, China"
Ningxia,China,2022-05-09,37.2692,106.1655,POINT(106.1655 37.2692),122,0,,,,,"Ningxia, China"
Qinghai,China,2022-05-09,35.7452,95.9956,POINT(95.9956 35.7452),111,0,,,,,"Qinghai, China"
Shaanxi,China,2022-05-09,35.1917,108.8701,POINT(108.8701 35.1917),3277,3,,,,,"Shaanxi, China"
Shandong,China,2022-05-09,36.3427,118.1498,POINT(118.1498 36.3427),2733,7,,,,,"Shandong, China"
Shanghai,China,2022-05-09,31.202,121.4491,POINT(121.4491 31.202),61143,560,,,,,"Shanghai, China"
Shanxi,China,2022-05-09,37.5777,112.2922,POINT(112.2922 37.5777),420,0,,,,,"Shanxi, China"
Sichuan,China,2022-05-09,30.6171,102.7103,POINT(102.7103 30.6171),2068,3,,,,,"Sichuan, China"
Tianjin,China,2022-05-09,39.3054,117.323,POINT(117.323 39.3054),1804,3,,,,,"Tianjin, China"
Tibet,China,2022-05-09,31.6927,88.0924,POINT(88.0924 31.6927),1,0,,,,,"Tibet, China"
Unknown,China,2022-05-09,,,,886751,0,,,,,"Unknown, China"
Xinjiang,China,2022-05-09,41.1129,85.2401,POINT(85.2401 41.1129),1008,3,,,,,"Xinjiang, China"
Yunnan,China,2022-05-09,24.974,101.487,POINT(101.487 24.974),2120,2,,,,,"Yunnan, China"
Zhejiang,China,2022-05-09,29.1832,120.0934,POINT(120.0934 29.1832),3128,1,,,,,"Zhejiang, China"
Aichi,Japan,2022-05-09,35.035551,137.211621,POINT(137.211621 35.035551),497955,2032,,,,,"Aichi, Japan"
Akita,Japan,2022-05-09,39.748679,140.408228,POINT(140.408228 39.748679),26841,64,,,,,"Akita, Japan"
Aomori,Japan,2022-05-09,40.781541,140.828896,POINT(140.828896 40.781541),51228,100,,,,,"Aomori, Japan"
Chiba,Japan,2022-05-09,35.510141,140.198917,POINT(140.198917 35.510141),429439,1753,,,,,"Chiba, Japan"
Ehime,Japan,2022-05-09,33.624835,132.856842,POINT(132.856842 33.624835),35040,137,,,,,"Ehime, Japan"
Fukui,Japan,2022-05-09,35.846614,136.224654,POINT(136.224654 35.846614),29046,45,,,,,"Fukui, Japan"
Fukuoka,Japan,2022-05-09,33.526032,130.666949,POINT(130.666949 33.526032),385831,1229,,,,,"Fukuoka, Japan"
Fukushima,Japan,2022-05-09,37.378867,140.223295,POINT(140.223295 37.378867),55300,216,,,,,"Fukushima, Japan"
Gifu,Japan,2022-05-09,35.778671,137.055925,POINT(137.055925 35.778671),88033,324,,,,,"Gifu, Japan"
Gunma,Japan,2022-05-09,36.504479,138.985605,POINT(138.985605 36.504479),87384,309,,,,,"Gunma, Japan"
Hiroshima,Japan,2022-05-09,34.605309,132.788719,POINT(132.788719 34.605309),134331,472,,,,,"Hiroshima, Japan"
Hokkaido,Japan,2022-05-09,43.385711,142.552318,POINT(142.552318 43.385711),312312,2009,,,,,"Hokkaido, Japan"
Hyogo,Japan,2022-05-09,35.039913,134.828057,POINT(134.828057 35.039913),394937,2209,,,,,"Hyogo, Japan"
Ibaraki,Japan,2022-05-09,36.303588,140.319591,POINT(140.319591 36.303588),148206,424,,,,,"Ibaraki, Japan"
Ishikawa,Japan,2022-05-09,36.769464,136.771027,POINT(136.771027 36.769464),46454,192,,,,,"Ishikawa, Japan"
Iwate,Japan,2022-05-09,39.593287,141.361777,POINT(141.361777 39.593287),29626,86,,,,,"Iwate, Japan"
Kagawa,Japan,2022-05-09,34.217292,133.969047,POINT(133.969047 34.217292),41595,122,,,,,"Kagawa, Japan"
Kagoshima,Japan,2022-05-09,31.009484,130.430665,POINT(130.430665 31.009484),69653,186,,,,,"Kagoshima, Japan"
Kanagawa,Japan,2022-05-09,35.415312,139.338983,POINT(139.338983 35.415312),716060,2149,,,,,"Kanagawa, Japan"
Kochi,Japan,2022-05-09,33.422519,133.367307,POINT(133.367307 33.422519),22935,107,,,,,"Kochi, Japan"
Kumamoto,Japan,2022-05-09,32.608154,130.745231,POINT(130.745231 32.608154),85991,284,,,,,"Kumamoto, Japan"
Kyoto,Japan,2022-05-09,35.253815,135.443341,POINT(135.443341 35.253815),186650,706,,,,,"Kyoto, Japan"
Mie,Japan,2022-05-09,34.508018,136.376013,POINT(136.376013 34.508018),74102,285,,,,,"Mie, Japan"
Miyagi,Japan,2022-05-09,38.446859,140.927086,POINT(140.927086 38.446859),77220,191,,,,,"Miyagi, Japan"
Miyazaki,Japan,2022-05-09,32.193204,131.299374,POINT(131.299374 32.193204),43294,136,,,,,"Miyazaki, Japan"
Nagano,Japan,2022-05-09,36.132134,138.045528,POINT(138.045528 36.132134),65140,181,,,,,"Nagano, Japan"
Nagasaki,Japan,2022-05-09,33.235712,129.608033,POINT(129.608033 33.235712),50178,123,,,,,"Nagasaki, Japan"
Nara,Japan,2022-05-09,34.317451,135.871644,POINT(135.871644 34.317451),85457,373,,,,,"Nara, Japan"
Niigata,Japan,2022-05-09,37.521819,138.918647,POINT(138.918647 37.521819),63853,91,,,,,"Niigata, Japan"
Oita,Japan,2022-05-09,33.200697,131.43324,POINT(131.43324 33.200697),46637,157,,,,,"Oita, Japan"
Okayama,Japan,2022-05-09,34.89246,133.826252,POINT(133.826252 34.89246),84901,241,,,,,"Okayama, Japan"
Okinawa,Japan,2022-05-09,25.768923,126.668016,POINT(126.668016 25.768923),174493,448,,,,,"Okinawa, Japan"
Osaka,Japan,2022-05-09,34.620965,135.507481,POINT(135.507481 34.620965),914893,4967,,,,,"Osaka, Japan"
Port Quarantine,Japan,2022-05-09,,,,4463,4,,,,,"Port Quarantine, Japan"
Saga,Japan,2022-05-09,33.286977,130.115738,POINT(130.115738 33.286977),47171,105,,,,,"Saga, Japan"
Saitama,Japan,2022-05-09,35.997101,139.347635,POINT(139.347635 35.997101),523282,1488,,,,,"Saitama, Japan"
Shiga,Japan,2022-05-09,35.215827,136.138064,POINT(136.138064 35.215827),83230,214,,,,,"Shiga, Japan"
Shimane,Japan,2022-05-09,35.07076,132.554064,POINT(132.554064 35.07076),14712,15,,,,,"Shimane, Japan"
Shizuoka,Japan,2022-05-09,34.916975,138.407784,POINT(138.407784 34.916975),151654,404,,,,,"Shizuoka, Japan"
Tochigi,Japan,2022-05-09,36.689912,139.819213,POINT(139.819213 36.689912),84007,266,,,,,"Tochigi, Japan"
Tokushima,Japan,2022-05-09,33.919178,134.242091,POINT(134.242091 33.919178),19456,80,,,,,"Tokushima, Japan"
Tokyo,Japan,2022-05-09,35.711343,139.446921,POINT(139.446921 35.711343),1467096,4368,,,,,"Tokyo, Japan"
Tottori,Japan,2022-05-09,35.359069,133.863619,POINT(133.863619 35.359069),12999,15,,,,,"Tottori, Japan"
Toyama,Japan,2022-05-09,36.637464,137.269346,POINT(137.269346 36.637464),33127,92,,,,,"Toyama, Japan"
Unknown,Japan,2022-05-09,,,,8,0,,,,,"Unknown, Japan"
Wakayama,Japan,2022-05-09,33.911879,135.505446,POINT(135.505446 33.911879),37643,117,,,,,"Wakayama, Japan"
Yamagata,Japan,2022-05-09,38.448396,140.102154,POINT(140.102154 38.448396),24545,89,,,,,"Yamagata, Japan"
Yamaguchi,Japan,2022-05-09,34.20119,131.573293,POINT(131.573293 34.20119),38240,174,,,,,"Yamaguchi, Japan"
Yamanashi,Japan,2022-05-09,35.612364,138.611489,POINT(138.611489 35.612364),29824,68,,,,,"Yamanashi, Japan"
,Japan,2020-02-18,,,,74,1,13,,,,
Anhui,China,2022-06-17,31.8257,117.2264,POINT(117.2264 31.8257),1065,6,,,,,"Anhui, China"
Beijing,China,2022-06-17,40.1824,116.4142,POINT(116.4142 40.1824),3646,9,,,,,"Beijing, China"
Chongqing,China,2022-06-17,30.0572,107.874,POINT(107.874 30.0572),721,6,,,,,"Chongqing, China"
Fujian,China,2022-06-17,26.0789,117.9874,POINT(117.9874 26.0789),3363,1,,,,,"Fujian, China"
Gansu,China,2022-06-17,35.7518,104.2861,POINT(104.2861 35.7518),681,2,,,,,"Gansu, China"
Guangdong,China,2022-06-17,23.3417,113.4244,POINT(113.4244 23.3417),7367,8,,,,,"Guangdong, China"
Guangxi,China,2022-06-17,23.8298,108.7881,POINT(108.7881 23.8298),1649,2,,,,,"Guangxi, China"
Guizhou,China,2022-06-17,26.8154,106.8748,POINT(106.8748 26.8154),185,2,,,,,"Guizhou, China"
Hainan,China,2022-06-17,19.1959,109.7453,POINT(109.7453 19.1959),288,6,,,,,"Hainan, China"
Hebei,China,2022-06-17,37.8957,114.9042,POINT(114.9042 37.8957),2007,7,,,,,"Hebei, China"
Heilongjiang,China,2022-06-17,47.862,127.7615,POINT(127.7615 47.862),2987,13,,,,,"Heilongjiang, China"
Henan,China,2022-06-17,33.882,113.614,POINT(113.614 33.882),3183,22,,,,,"Henan, China"
Hong Kong,China,2022-06-17,22.3,114.2,POINT(114.2 22.3),1224132,9393,,,,,"Hong Kong, China"
Hubei,China,2022-06-17,30.9756,112.2707,POINT(112.2707 30.9756),68401,4512,,,,,"Hubei, China"
Hunan,China,2022-06-17,27.6104,111.7088,POINT(111.7088 27.6104),1399,4,,,,,"Hunan, China"
Inner Mongolia,China,2022-06-17,44.0935,113.9448,POINT(113.9448 44.0935),2078,1,,,,,"Inner Mongolia, China"
Jiangsu,China,2022-06-17,32.9711,119.455,POINT(119.455 32.9711),2238,0,,,,,"Jiangsu, China"
Jiangxi,China,2022-06-17,27.614,115.7221,POINT(115.7221 27.614),1383,1,,,,,"Jiangxi, China"
Jilin,China,2022-06-17,43.6661,126.1923,POINT(126.1923 43.6661),40293,5,,,,,"Jilin, China"
Liaoning,China,2022-06-17,41.2956,122.6085,POINT(122.6085 41.2956),1717,2,,,,,"Liaoning, China"
Macau,China,2022-06-17,22.1667,113.55,POINT(113.55 22.1667),83,0,,,,,"Macau, China"
Ningxia,China,2022-06-17,37.2692,106.1655,POINT(106.1655 37.2692),122,0,,,,,"Ningxia, China"
Qinghai,China,2022-06-17,35.7452,95.9956,POINT(95.9956 35.7452),147,0,,,,,"Qinghai, China"
Shaanxi,China,2022-06-17,35.1917,108.8701,POINT(108.8701 35.1917),3306,3,,,,,"Shaanxi, China"
Shandong,China,2022-06-17,36.3427,118.1498,POINT(118.1498 36.3427),2738,7,,,,,"Shandong, China"
Shanghai,China,2022-06-17,31.202,121.4491,POINT(121.4491 31.202),63155,595,,,,,"Shanghai, China"
Shanxi,China,2022-06-17,37.5777,112.2922,POINT(112.2922 37.5777),423,0,,,,,"Shanxi, China"
Sichuan,China,2022-06-17,30.6171,102.7103,POINT(102.7103 30.6171),2363,3,,,,,"Sichuan, China"
Tianjin,China,2022-06-17,39.3054,117.323,POINT(117.323 39.3054),1985,3,,,,,"Tianjin, China"
Tibet,China,2022-06-17,31.6927,88.0924,POINT(88.0924 31.6927),1,0,,,,,"Tibet, China"
Unknown,China,2022-06-17,,,,661792,0,,,,,"Unknown, China"
Xinjiang,China,2022-06-17,41.1129,85.2401,POINT(85.2401 41.1129),1008,3,,,,,"Xinjiang, China"
Yunnan,China,2022-06-17,24.974,101.487,POINT(101.487 24.974),2161,2,,,,,"Yunnan, China"
Zhejiang,China,2022-06-17,29.1832,120.0934,POINT(120.0934 29.1832),3147,1,,,,,"Zhejiang, China"
Aichi,Japan,2022-06-17,35.035551,137.211621,POINT(137.211621 35.035551),558890,2090,,,,,"Aichi, Japan"
Akita,Japan,2022-06-17,39.748679,140.408228,POINT(140.408228 39.748679),31642,70,,,,,"Akita, Japan"
Aomori,Japan,2022-06-17,40.781541,140.828896,POINT(140.828896 40.781541),60968,107,,,,,"Aomori, Japan"
Chiba,Japan,2022-06-17,35.510141,140.198917,POINT(140.198917 35.510141),457292,1787,,,,,"Chiba, Japan"
Ehime,Japan,2022-06-17,33.624835,132.856842,POINT(132.856842 33.624835),42234,140,,,,,"Ehime, Japan"
Fukui,Japan,2022-06-17,35.846614,136.224654,POINT(136.224654 35.846614),37550,45,,,,,"Fukui, Japan"
Fukuoka,Japan,2022-06-17,33.526032,130.666949,POINT(130.666949 33.526032),438655,1265,,,,,"Fukuoka, Japan"
Fukushima,Japan,2022-06-17,37.378867,140.223295,POINT(140.223295 37.378867),65459,223,,,,,"Fukushima, Japan"
Gifu,Japan,2022-06-17,35.778671,137.055925,POINT(137.055925 35.778671),105198,343,,,,,"Gifu, Japan"
Gunma,Japan,2022-06-17,36.504479,138.985605,POINT(138.985605 36.504479),96835,321,,,,,"Gunma, Japan"
Hiroshima,Japan,2022-06-17,34.605309,132.788719,POINT(132.788719 34.605309),164752,494,,,,,"Hiroshima, Japan"
Hokkaido,Japan,2022-06-17,43.385711,142.552318,POINT(142.552318 43.385711),374078,2083,,,,,"Hokkaido, Japan"
Hyogo,Japan,2022-06-17,35.039913,134.828057,POINT(134.828057 35.039913),435891,2243,,,,,"Hyogo, Japan"
Ibaraki,Japan,2022-06-17,36.303588,140.319591,POINT(140.319591 36.303588),162380,441,,,,,"Ibaraki, Japan"
Ishikawa,Japan,2022-06-17,36.769464,136.771027,POINT(136.771027 36.769464),58615,197,,,,,"Ishikawa, Japan"
Iwate,Japan,2022-06-17,39.593287,141.361777,POINT(141.361777 39.593287),37056,96,,,,,"Iwate, Japan"
Kagawa,Japan,2022-06-17,34.217292,133.969047,POINT(133.969047 34.217292),49905,128,,,,,"Kagawa, Japan"
Kagoshima,Japan,2022-06-17,31.009484,130.430665,POINT(130.430665 31.009484),89205,207,,,,,"Kagoshima, Japan"
Kanagawa,Japan,2022-06-17,35.415312,139.338983,POINT(139.338983 35.415312),767822,2219,,,,,"Kanagawa, Japan"
Kochi,Japan,2022-06-17,33.422519,133.367307,POINT(133.367307 33.422519),29307,114,,,,,"Kochi, Japan"
Kumamoto,Japan,2022-06-17,32.608154,130.745231,POINT(130.745231 32.608154),104422,300,,,,,"Kumamoto, Japan"
Kyoto,Japan,2022-06-17,35.253815,135.443341,POINT(135.443341 35.253815),208461,732,,,,,"Kyoto, Japan"
Mie,Japan,2022-06-17,34.508018,136.376013,POINT(136.376013 34.508018),85018,306,,,,,"Mie, Japan"
Miyagi,Japan,2022-06-17,38.446859,140.927086,POINT(140.927086 38.446859),91290,198,,,,,"Miyagi, Japan"
Miyazaki,Japan,2022-06-17,32.193204,131.299374,POINT(131.299374 32.193204),56129,144,,,,,"Miyazaki, Japan"
Nagano,Japan,2022-06-17,36.132134,138.045528,POINT(138.045528 36.132134),76237,203,,,,,"Nagano, Japan"
Nagasaki,Japan,2022-06-17,33.235712,129.608033,POINT(129.608033 33.235712),62782,124,,,,,"Nagasaki, Japan"
Nara,Japan,2022-06-17,34.317451,135.871644,POINT(135.871644 34.317451),93252,390,,,,,"Nara, Japan"
Niigata,Japan,2022-06-17,37.521819,138.918647,POINT(138.918647 37.521819),74250,91,,,,,"Niigata, Japan"
Oita,Japan,2022-06-17,33.200697,131.43324,POINT(131.43324 33.200697),56529,164,,,,,"Oita, Japan"
Okayama,Japan,2022-06-17,34.89246,133.826252,POINT(133.826252 34.89246),102376,250,,,,,"Okayama, Japan"
Okinawa,Japan,2022-06-17,25.768923,126.668016,POINT(126.668016 25.768923),236589,480,,,,,"Okinawa, Japan"
Osaka,Japan,2022-06-17,34.620965,135.507481,POINT(135.507481 34.620965),996220,5101,,,,,"Osaka, Japan"
Port Quarantine,Japan,2022-06-17,,,,4463,4,,,,,"Port Quarantine, Japan"
Saga,Japan,2022-06-17,33.286977,130.115738,POINT(130.115738 33.286977),54549,106,,,,,"Saga, Japan"
Saitama,Japan,2022-06-17,35.997101,139.347635,POINT(139.347635 35.997101),560792,1650,,,,,"Saitama, Japan"
Shiga,Japan,2022-06-17,35.215827,136.138064,POINT(136.138064 35.215827),93413,221,,,,,"Shiga, Japan"
Shimane,Japan,2022-06-17,35.07076,132.554064,POINT(132.554064 35.07076),17548,16,,,,,"Shimane, Japan"
Shizuoka,Japan,2022-06-17,34.916975,138.407784,POINT(138.407784 34.916975),175991,420,,,,,"Shizuoka, Japan"
Tochigi,Japan,2022-06-17,36.689912,139.819213,POINT(139.819213 36.689912),92890,274,,,,,"Tochigi, Japan"
Tokushima,Japan,2022-06-17,33.919178,134.242091,POINT(134.242091 33.919178),23550,85,,,,,"Tokushima, Japan"
Tokyo,Japan,2022-06-17,35.711343,139.446921,POINT(139.446921 35.711343),1570038,4553,,,,,"Tokyo, Japan"
Tottori,Japan,2022-06-17,35.359069,133.863619,POINT(133.863619 35.359069),15775,20,,,,,"Tottori, Japan"
Toyama,Japan,2022-06-17,36.637464,137.269346,POINT(137.269346 36.637464),38948,94,,,,,"Toyama, Japan"
Unknown,Japan,2022-06-17,,,,8,0,,,,,"Unknown, Japan"
Wakayama,Japan,2022-06-17,33.911879,135.505446,POINT(135.505446 33.911879),43406,118,,,,,"Wakayama, Japan"
Yamagata,Japan,2022-06-17,38.448396,140.102154,POINT(140.102154 38.448396),29663,96,,,,,"Yamagata, Japan"
Yamaguchi,Japan,2022-06-17,34.20119,131.573293,POINT(131.573293 34.20119),47458,178,,,,,"Yamaguchi, Japan"
Yamanashi,Japan,2022-06-17,35.612364,138.611489,POINT(138.611489 35.612364),33851,68,,,,,"Yamanashi, Japan"
Anhui,China,2020-12-03,31.8257,117.2264,POINT(117.2264 31.8257),992,6,986,0,,,"Anhui, China"
Beijing,China,2020-12-03,40.1824,116.4142,POINT(116.4142 40.1824),951,9,938,4,,,"Beijing, China"
Chongqing,China,2020-12-03,30.0572,107.874,POINT(107.874 30.0572),590,6,583,1,,,"Chongqing, China"
Fujian,China,2020-12-03,26.0789,117.9874,POINT(117.9874 26.0789),492,1,450,41,,,"Fujian, China"
Gansu,China,2020-12-03,35.7518,104.2861,POINT(104.2861 35.7518),182,2,179,1,,,"Gansu, China"
Guangdong,China,2020-12-03,23.3417,113.4244,POINT(113.4244 23.3417),1997,8,1953,36,,,"Guangdong, China"
Guangxi,China,2020-12-03,23.8298,108.7881,POINT(108.7881 23.8298),263,2,260,1,,,"Guangxi, China"
Guizhou,China,2020-12-03,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0,,,"Guizhou, China"
Hainan,China,2020-12-03,19.1959,109.7453,POINT(109.7453 19.1959),171,6,165,0,,,"Hainan, China"
Hebei,China,2020-12-03,37.8957,114.9042,POINT(114.9042 37.8957),373,6,366,1,,,"Hebei, China"
Heilongjiang,China,2020-12-03,47.862,127.7615,POINT(127.7615 47.862),949,13,936,0,,,"Heilongjiang, China"
Henan,China,2020-12-03,33.882,113.614,POINT(113.614 33.882),1292,22,1265,5,,,"Henan, China"
Hong Kong,China,2020-12-03,22.3,114.2,POINT(114.2 22.3),6589,111,5423,1055,,,"Hong Kong, China"
Hubei,China,2020-12-03,30.9756,112.2707,POINT(112.2707 30.9756),68149,4512,63633,4,,,"Hubei, China"
Hunan,China,2020-12-03,27.6104,111.7088,POINT(111.7088 27.6104),1020,4,1016,0,,,"Hunan, China"
Inner Mongolia,China,2020-12-03,44.0935,113.9448,POINT(113.9448 44.0935),333,1,306,26,,,"Inner Mongolia, China"
Jiangsu,China,2020-12-03,32.9711,119.455,POINT(119.455 32.9711),680,0,672,8,,,"Jiangsu, China"
Jiangxi,China,2020-12-03,27.614,115.7221,POINT(115.7221 27.614),935,1,934,0,,,"Jiangxi, China"
Jilin,China,2020-12-03,43.6661,126.1923,POINT(126.1923 43.6661),157,2,155,0,,,"Jilin, China"
Liaoning,China,2020-12-03,41.2956,122.6085,POINT(122.6085 41.2956),289,2,287,0,,,"Liaoning, China"
Macau,China,2020-12-03,22.1667,113.55,POINT(113.55 22.1667),46,0,46,0,,,"Macau, China"
Ningxia,China,2020-12-03,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0,,,"Ningxia, China"
Qinghai,China,2020-12-03,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0,,,"Qinghai, China"
Shaanxi,China,2020-12-03,35.1917,108.8701,POINT(108.8701 35.1917),501,3,471,27,,,"Shaanxi, China"
Shandong,China,2020-12-03,36.3427,118.1498,POINT(118.1498 36.3427),857,7,841,9,,,"Shandong, China"
Shanghai,China,2020-12-03,31.202,121.4491,POINT(121.4491 31.202),1350,7,1285,58,,,"Shanghai, China"
Shanxi,China,2020-12-03,37.5777,112.2922,POINT(112.2922 37.5777),221,0,218,3,,,"Shanxi, China"
Sichuan,China,2020-12-03,30.6171,102.7103,POINT(102.7103 30.6171),808,3,774,31,,,"Sichuan, China"
Tianjin,China,2020-12-03,39.3054,117.323,POINT(117.323 39.3054),300,3,291,6,,,"Tianjin, China"
Tibet,China,2020-12-03,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0,,,"Tibet, China"
Xinjiang,China,2020-12-03,41.1129,85.2401,POINT(85.2401 41.1129),980,3,977,0,,,"Xinjiang, China"
Yunnan,China,2020-12-03,24.974,101.487,POINT(101.487 24.974),219,2,210,7,,,"Yunnan, China"
Zhejiang,China,2020-12-03,29.1832,120.0934,POINT(120.0934 29.1832),1294,1,1288,5,,,"Zhejiang, China"
Aichi,Japan,2020-12-03,35.035551,137.211621,POINT(137.211621 35.035551),10735,110,8457,2168,,,"Aichi, Japan"
Akita,Japan,2020-12-03,39.748679,140.408228,POINT(140.408228 39.748679),90,1,79,10,,,"Akita, Japan"
Aomori,Japan,2020-12-03,40.781541,140.828896,POINT(140.828896 40.781541),323,6,268,49,,,"Aomori, Japan"
Chiba,Japan,2020-12-03,35.510141,140.198917,POINT(140.198917 35.510141),7241,89,6229,923,,,"Chiba, Japan"
Ehime,Japan,2020-12-03,33.624835,132.856842,POINT(132.856842 33.624835),332,6,180,146,,,"Ehime, Japan"
Fukui,Japan,2020-12-03,35.846614,136.22465400000002,POINT(136.224654 35.846614),321,11,287,23,,,"Fukui, Japan"
Fukuoka,Japan,2020-12-03,33.526032,130.666949,POINT(130.666949 33.526032),5928,107,5446,375,,,"Fukuoka, Japan"
Fukushima,Japan,2020-12-03,37.378867,140.223295,POINT(140.223295 37.378867),509,9,450,50,,,"Fukushima, Japan"
Gifu,Japan,2020-12-03,35.778671,137.055925,POINT(137.055925 35.778671),1161,15,901,245,,,"Gifu, Japan"
Gunma,Japan,2020-12-03,36.504479,138.985605,POINT(138.985605 36.504479),1312,20,1018,274,,,"Gunma, Japan"
Hiroshima,Japan,2020-12-03,34.605309000000005,132.788719,POINT(132.788719 34.605309),940,6,749,185,,,"Hiroshima, Japan"
Hokkaido,Japan,2020-12-03,43.385711,142.552318,POINT(142.552318 43.385711),9446,211,6588,2647,,,"Hokkaido, Japan"
Hyogo,Japan,2020-12-03,35.039913,134.828057,POINT(134.828057 35.039913),6051,85,4961,1005,,,"Hyogo, Japan"
Ibaraki,Japan,2020-12-03,36.303588,140.319591,POINT(140.319591 36.303588),1693,24,1267,402,,,"Ibaraki, Japan"
Ishikawa,Japan,2020-12-03,36.769464,136.771027,POINT(136.771027 36.769464),862,51,787,24,,,"Ishikawa, Japan"
Iwate,Japan,2020-12-03,39.593287,141.361777,POINT(141.361777 39.593287),212,4,124,84,,,"Iwate, Japan"
Kagawa,Japan,2020-12-03,34.217292,133.969047,POINT(133.969047 34.217292),156,2,124,30,,,"Kagawa, Japan"
Kagoshima,Japan,2020-12-03,31.009484000000004,130.430665,POINT(130.430665 31.009484),648,15,593,40,,,"Kagoshima, Japan"
Kanagawa,Japan,2020-12-03,35.415312,139.338983,POINT(139.338983 35.415312),13152,204,11404,1544,,,"Kanagawa, Japan"
Kochi,Japan,2020-12-03,33.422519,133.367307,POINT(133.367307 33.422519),180,4,143,33,,,"Kochi, Japan"
Kumamoto,Japan,2020-12-03,32.608154,130.74523100000002,POINT(130.745231 32.608154),1059,14,940,105,,,"Kumamoto, Japan"
Kyoto,Japan,2020-12-03,35.253815,135.443341,POINT(135.443341 35.253815),2735,38,2425,272,,,"Kyoto, Japan"
Mie,Japan,2020-12-03,34.508018,136.376013,POINT(136.376013 34.508018),904,8,690,206,,,"Mie, Japan"
Miyagi,Japan,2020-12-03,38.446859,140.927086,POINT(140.927086 38.446859),1253,9,1075,169,,,"Miyagi, Japan"
Miyazaki,Japan,2020-12-03,32.193203999999994,131.299374,POINT(131.299374 32.193204),527,1,424,102,,,"Miyazaki, Japan"
Nagano,Japan,2020-12-03,36.132134,138.045528,POINT(138.045528 36.132134),751,6,631,114,,,"Nagano, Japan"
Nagasaki,Japan,2020-12-03,33.235712,129.608033,POINT(129.608033 33.235712),273,3,253,17,,,"Nagasaki, Japan"
Nara,Japan,2020-12-03,34.317451,135.871644,POINT(135.871644 34.317451),1218,12,973,233,,,"Nara, Japan"
Niigata,Japan,2020-12-03,37.521819,138.918647,POINT(138.918647 37.521819),352,0,247,105,,,"Niigata, Japan"
Oita,Japan,2020-12-03,33.200697,131.43323999999998,POINT(131.43324 33.200697),342,3,217,122,,,"Oita, Japan"
Okayama,Japan,2020-12-03,34.89246,133.826252,POINT(133.826252 34.89246),629,11,363,255,,,"Okayama, Japan"
Okinawa,Japan,2020-12-03,25.768923,126.668016,POINT(126.668016 25.768923),4455,71,3913,471,,,"Okinawa, Japan"
Osaka,Japan,2020-12-03,34.620965000000005,135.507481,POINT(135.507481 34.620965),21405,309,16245,4851,,,"Osaka, Japan"
Port Quarantine,Japan,2020-12-03,,,,1566,1,1412,153,,,"Port Quarantine, Japan"
Saga,Japan,2020-12-03,33.286977,130.115738,POINT(130.115738 33.286977),327,2,292,33,,,"Saga, Japan"
