province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
Saitama,Japan,2020-12-03,35.997101,139.347635,POINT(139.347635 35.997101),8838,145,7252,1441,,,"Saitama, Japan"
Shiga,Japan,2020-12-03,35.215827000000012,136.138064,POINT(136.138064 35.215827),805,11,719,75,,,"Shiga, Japan"
Shimane,Japan,2020-12-03,35.07076,132.55406399999998,POINT(132.554064 35.07076),152,0,143,9,,,"Shimane, Japan"
Shizuoka,Japan,2020-12-03,34.916975,138.40778400000002,POINT(138.407784 34.916975),1832,12,1159,661,,,"Shizuoka, Japan"
Tochigi,Japan,2020-12-03,36.689912,139.819213,POINT(139.819213 36.689912),702,2,550,150,,,"Tochigi, Japan"
Tokushima,Japan,2020-12-03,33.919178,134.242091,POINT(134.242091 33.919178),184,9,166,9,,,"Tokushima, Japan"
Tokyo,Japan,2020-12-03,35.711343,139.446921,POINT(139.446921 35.711343),42393,484,37348,4561,,,"Tokyo, Japan"
Tottori,Japan,2020-12-03,35.359069,133.863619,POINT(133.863619 35.359069),61,0,52,9,,,"Tottori, Japan"
Toyama,Japan,2020-12-03,36.637464,137.26934599999998,POINT(137.269346 36.637464),461,26,416,19,,,"Toyama, Japan"
Unknown,Japan,2020-12-03,,,,8,0,8,0,,,"Unknown, Japan"
Wakayama,Japan,2020-12-03,33.911879,135.505446,POINT(135.505446 33.911879),478,6,382,90,,,"Wakayama, Japan"
Yamagata,Japan,2020-12-03,38.448396,140.102154,POINT(140.102154 38.448396),152,1,109,42,,,"Yamagata, Japan"
Yamaguchi,Japan,2020-12-03,34.201190000000004,131.573293,POINT(131.573293 34.20119),403,2,326,75,,,"Yamaguchi, Japan"
Yamanashi,Japan,2020-12-03,35.612364,138.61148899999998,POINT(138.611489 35.612364),381,8,300,73,,,"Yamanashi, Japan"
Anhui,China,2022-01-18,31.8257,117.2264,POINT(117.2264 31.8257),1009,6,,,,,"Anhui, China"
Beijing,China,2022-01-18,40.1824,116.4142,POINT(116.4142 40.1824),1236,9,,,,,"Beijing, China"
Chongqing,China,2022-01-18,30.0572,107.874,POINT(107.874 30.0572),611,6,,,,,"Chongqing, China"
Fujian,China,2022-01-18,26.0789,117.9874,POINT(117.9874 26.0789),1444,1,,,,,"Fujian, China"
Gansu,China,2022-01-18,35.7518,104.2861,POINT(104.2861 35.7518),356,2,,,,,"Gansu, China"
Guangdong,China,2022-01-18,23.3417,113.4244,POINT(113.4244 23.3417),3684,8,,,,,"Guangdong, China"
Guangxi,China,2022-01-18,23.8298,108.7881,POINT(108.7881 23.8298),690,2,,,,,"Guangxi, China"
Guizhou,China,2022-01-18,26.8154,106.8748,POINT(106.8748 26.8154),160,2,,,,,"Guizhou, China"
Hainan,China,2022-01-18,19.1959,109.7453,POINT(109.7453 19.1959),190,6,,,,,"Hainan, China"
Hebei,China,2022-01-18,37.8957,114.9042,POINT(114.9042 37.8957),1458,7,,,,,"Hebei, China"
Heilongjiang,China,2022-01-18,47.861999999999995,127.7615,POINT(127.7615 47.862),2035,13,,,,,"Heilongjiang, China"
Henan,China,2022-01-18,33.882,113.61399999999999,POINT(113.614 33.882),2606,22,,,,,"Henan, China"
Hong Kong,China,2022-01-18,22.3,114.2,POINT(114.2 22.3),12873,213,,,,,"Hong Kong, China"
Hubei,China,2022-01-18,30.9756,112.2707,POINT(112.2707 30.9756),68320,4512,,,,,"Hubei, China"
Hunan,China,2022-01-18,27.6104,111.7088,POINT(111.7088 27.6104),1230,4,,,,,"Hunan, China"
Inner Mongolia,China,2022-01-18,44.0935,113.9448,POINT(113.9448 44.0935),1191,1,,,,,"Inner Mongolia, China"
Jiangsu,China,2022-01-18,32.9711,119.455,POINT(119.455 32.9711),1629,0,,,,,"Jiangsu, China"
Jiangxi,China,2022-01-18,27.614,115.7221,POINT(115.7221 27.614),959,1,,,,,"Jiangxi, China"
Jilin,China,2022-01-18,43.6661,126.1923,POINT(126.1923 43.6661),590,3,,,,,"Jilin, China"
Liaoning,China,2022-01-18,41.2956,122.6085,POINT(122.6085 41.2956),810,2,,,,,"Liaoning, China"
Macau,China,2022-01-18,22.1667,113.55,POINT(113.55 22.1667),79,0,,,,,"Macau, China"
Ningxia,China,2022-01-18,37.2692,106.1655,POINT(106.1655 37.2692),122,0,,,,,"Ningxia, China"
Qinghai,China,2022-01-18,35.7452,95.9956,POINT(95.9956 35.7452),30,0,,,,,"Qinghai, China"
Shaanxi,China,2022-01-18,35.1917,108.8701,POINT(108.8701 35.1917),2823,3,,,,,"Shaanxi, China"
Shandong,China,2022-01-18,36.3427,118.1498,POINT(118.1498 36.3427),1058,7,,,,,"Shandong, China"
Shanghai,China,2022-01-18,31.201999999999998,121.4491,POINT(121.4491 31.202),3569,7,,,,,"Shanghai, China"
Shanxi,China,2022-01-18,37.5777,112.2922,POINT(112.2922 37.5777),266,0,,,,,"Shanxi, China"
Sichuan,China,2022-01-18,30.6171,102.7103,POINT(102.7103 30.6171),1363,3,,,,,"Sichuan, China"
Tianjin,China,2022-01-18,39.3054,117.323,POINT(117.323 39.3054),976,3,,,,,"Tianjin, China"
Tibet,China,2022-01-18,31.6927,88.0924,POINT(88.0924 31.6927),1,0,,,,,"Tibet, China"
Unknown,China,2022-01-18,,,,0,0,,,,,"Unknown, China"
Xinjiang,China,2022-01-18,41.1129,85.2401,POINT(85.2401 41.1129),981,3,,,,,"Xinjiang, China"
Yunnan,China,2022-01-18,24.974,101.48700000000001,POINT(101.487 24.974),1850,2,,,,,"Yunnan, China"
Zhejiang,China,2022-01-18,29.1832,120.0934,POINT(120.0934 29.1832),2098,1,,,,,"Zhejiang, China"
Aichi,Japan,2022-01-18,35.035551,137.211621,POINT(137.211621 35.035551),117841,1165,,,,,"Aichi, Japan"
Akita,Japan,2022-01-18,39.748678999999996,140.408228,POINT(140.408228 39.748679),2171,27,,,,,"Akita, Japan"
Aomori,Japan,2022-01-18,40.781541,140.828896,POINT(140.828896 40.781541),6718,39,,,,,"Aomori, Japan"
Chiba,Japan,2022-01-18,35.510141,140.198917,POINT(140.198917 35.510141),108696,1029,,,,,"Chiba, Japan"
Ehime,Japan,2022-01-18,33.624835,132.856842,POINT(132.856842 33.624835),6835,82,,,,,"Ehime, Japan"
Fukui,Japan,2022-01-18,35.846614,136.22465400000002,POINT(136.224654 35.846614),3717,38,,,,,"Fukui, Japan"
Fukuoka,Japan,2022-01-18,33.526032,130.666949,POINT(130.666949 33.526032),82482,628,,,,,"Fukuoka, Japan"
Fukushima,Japan,2022-01-18,37.378867,140.223295,POINT(140.223295 37.378867),10057,176,,,,,"Fukushima, Japan"
Gifu,Japan,2022-01-18,35.778671,137.055925,POINT(137.055925 35.778671),20909,219,,,,,"Gifu, Japan"
Gunma,Japan,2022-01-18,36.504478999999996,138.985605,POINT(138.985605 36.504479),19831,182,,,,,"Gunma, Japan"
Hiroshima,Japan,2022-01-18,34.605309000000005,132.788719,POINT(132.788719 34.605309),32531,209,,,,,"Hiroshima, Japan"
Hokkaido,Japan,2022-01-18,43.385711,142.55231799999999,POINT(142.552318 43.385711),65970,1478,,,,,"Hokkaido, Japan"
Hyogo,Japan,2022-01-18,35.039913,134.828057,POINT(134.828057 35.039913),87180,1400,,,,,"Hyogo, Japan"
Ibaraki,Japan,2022-01-18,36.303588,140.319591,POINT(140.319591 36.303588),26515,220,,,,,"Ibaraki, Japan"
Ishikawa,Japan,2022-01-18,36.769464,136.771027,POINT(136.771027 36.769464),8646,139,,,,,"Ishikawa, Japan"
Iwate,Japan,2022-01-18,39.593287,141.361777,POINT(141.361777 39.593287),3638,53,,,,,"Iwate, Japan"
Kagawa,Japan,2022-01-18,34.217292,133.969047,POINT(133.969047 34.217292),5333,38,,,,,"Kagawa, Japan"
Kagoshima,Japan,2022-01-18,31.009484000000004,130.430665,POINT(130.430665 31.009484),10840,66,,,,,"Kagoshima, Japan"
Kanagawa,Japan,2022-01-18,35.415312,139.338983,POINT(139.338983 35.415312),181835,1322,,,,,"Kanagawa, Japan"
Kochi,Japan,2022-01-18,33.422519,133.367307,POINT(133.367307 33.422519),4407,33,,,,,"Kochi, Japan"
Kumamoto,Japan,2022-01-18,32.608154,130.74523100000002,POINT(130.745231 32.608154),17438,138,,,,,"Kumamoto, Japan"
Kyoto,Japan,2022-01-18,35.253815,135.443341,POINT(135.443341 35.253815),42085,292,,,,,"Kyoto, Japan"
Mie,Japan,2022-01-18,34.508018,136.376013,POINT(136.376013 34.508018),16301,165,,,,,"Mie, Japan"
Miyagi,Japan,2022-01-18,38.446859,140.927086,POINT(140.927086 38.446859),16978,118,,,,,"Miyagi, Japan"
Miyazaki,Japan,2022-01-18,32.193203999999994,131.299374,POINT(131.299374 32.193204),6984,41,,,,,"Miyazaki, Japan"
Nagano,Japan,2022-01-18,36.132134,138.045528,POINT(138.045528 36.132134),11164,97,,,,,"Nagano, Japan"
Nagasaki,Japan,2022-01-18,33.235712,129.608033,POINT(129.608033 33.235712),7618,73,,,,,"Nagasaki, Japan"
Nara,Japan,2022-01-18,34.317451,135.871644,POINT(135.871644 34.317451),17653,149,,,,,"Nara, Japan"
Niigata,Japan,2022-01-18,37.521819,138.918647,POINT(138.918647 37.521819),10301,63,,,,,"Niigata, Japan"
Oita,Japan,2022-01-18,33.200697,131.43323999999998,POINT(131.43324 33.200697),9090,84,,,,,"Oita, Japan"
Okayama,Japan,2022-01-18,34.89246,133.826252,POINT(133.826252 34.89246),17319,136,,,,,"Okayama, Japan"
Okinawa,Japan,2022-01-18,25.768923,126.668016,POINT(126.668016 25.768923),69069,398,,,,,"Okinawa, Japan"
Osaka,Japan,2022-01-18,34.620965000000005,135.507481,POINT(135.507481 34.620965),230805,3070,,,,,"Osaka, Japan"
Port Quarantine,Japan,2022-01-18,,,,4463,4,,,,,"Port Quarantine, Japan"
Saga,Japan,2022-01-18,33.286977,130.115738,POINT(130.115738 33.286977),7204,30,,,,,"Saga, Japan"
Saitama,Japan,2022-01-18,35.997101,139.347635,POINT(139.347635 35.997101),125641,1060,,,,,"Saitama, Japan"
Shiga,Japan,2022-01-18,35.215827000000012,136.13806399999999,POINT(136.138064 35.215827),15007,105,,,,,"Shiga, Japan"
Shimane,Japan,2022-01-18,35.07076,132.55406399999998,POINT(132.554064 35.07076),2608,5,,,,,"Shimane, Japan"
Shizuoka,Japan,2022-01-18,34.916975,138.40778400000002,POINT(138.407784 34.916975),30552,210,,,,,"Shizuoka, Japan"
Tochigi,Japan,2022-01-18,36.689912,139.819213,POINT(139.819213 36.689912),17491,119,,,,,"Tochigi, Japan"
Tokushima,Japan,2022-01-18,33.919178,134.242091,POINT(134.242091 33.919178),3542,66,,,,,"Tokushima, Japan"
Tokyo,Japan,2022-01-18,35.711343,139.446921,POINT(139.446921 35.711343),416738,3179,,,,,"Tokyo, Japan"
Tottori,Japan,2022-01-18,35.359069,133.863619,POINT(133.863619 35.359069),2060,5,,,,,"Tottori, Japan"
Toyama,Japan,2022-01-18,36.637464,137.26934599999998,POINT(137.269346 36.637464),5148,52,,,,,"Toyama, Japan"
Unknown,Japan,2022-01-18,,,,8,0,,,,,"Unknown, Japan"
Wakayama,Japan,2022-01-18,33.911879,135.505446,POINT(135.505446 33.911879),6426,62,,,,,"Wakayama, Japan"
Yamagata,Japan,2022-01-18,38.448396,140.102154,POINT(140.102154 38.448396),3914,56,,,,,"Yamagata, Japan"
Yamaguchi,Japan,2022-01-18,34.201190000000004,131.573293,POINT(131.573293 34.20119),8633,94,,,,,"Yamaguchi, Japan"
Yamanashi,Japan,2022-01-18,35.612364,138.61148899999998,POINT(138.611489 35.612364),5999,29,,,,,"Yamanashi, Japan"
Aichi,Japan,2020-08-01,35.035551,137.211621,POINT(137.211621 35.035551),1981,35,553,1393,,,"Aichi, Japan"
Akita,Japan,2020-08-01,39.748679,140.408228,POINT(140.408228 39.748679),18,0,16,2,,,"Akita, Japan"
Anhui,China,2020-08-01,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0,,,"Anhui, China"
Aomori,Japan,2020-08-01,40.781541,140.828896,POINT(140.828896 40.781541),35,1,29,5,,,"Aomori, Japan"
Beijing,China,2020-08-01,40.1824,116.4142,POINT(116.4142 40.1824),933,9,917,7,,,"Beijing, China"
Chiba,Japan,2020-08-01,35.510141,140.198917,POINT(140.198917 35.510141),1730,49,1237,444,,,"Chiba, Japan"
Chongqing,China,2020-08-01,30.0572,107.874,POINT(107.874 30.0572),583,6,577,0,,,"Chongqing, China"
Ehime,Japan,2020-08-01,33.624835,132.856842,POINT(132.856842 33.624835),92,5,82,5,,,"Ehime, Japan"
Fujian,China,2020-08-01,26.0789,117.9874,POINT(117.9874 26.0789),367,1,363,3,,,"Fujian, China"
Fukui,Japan,2020-08-01,35.846614,136.22465400000002,POINT(136.224654 35.846614),140,8,117,15,,,"Fukui, Japan"
Fukuoka,Japan,2020-08-01,33.526032,130.666949,POINT(130.666949 33.526032),2044,34,1062,948,,,"Fukuoka, Japan"
Fukushima,Japan,2020-08-01,37.378867,140.223295,POINT(140.223295 37.378867),89,0,83,6,,,"Fukushima, Japan"
Gansu,China,2020-08-01,35.7518,104.2861,POINT(104.2861 35.7518),167,2,165,0,,,"Gansu, China"
Gifu,Japan,2020-08-01,35.778671,137.055925,POINT(137.055925 35.778671),344,7,201,136,,,"Gifu, Japan"
Guangdong,China,2020-08-01,23.3417,113.4244,POINT(113.4244 23.3417),1682,8,1654,20,,,"Guangdong, China"
Guangxi,China,2020-08-01,23.8298,108.7881,POINT(108.7881 23.8298),255,2,253,0,,,"Guangxi, China"
Guizhou,China,2020-08-01,26.8154,106.8748,POINT(106.8748 26.8154),147,2,145,0,,,"Guizhou, China"
Gunma,Japan,2020-08-01,36.504479,138.985605,POINT(138.985605 36.504479),191,19,141,31,,,"Gunma, Japan"
Hainan,China,2020-08-01,19.1959,109.7453,POINT(109.7453 19.1959),171,6,165,0,,,"Hainan, China"
Hebei,China,2020-08-01,37.8957,114.9042,POINT(114.9042 37.8957),349,6,343,0,,,"Hebei, China"
Heilongjiang,China,2020-08-01,47.861999999999995,127.7615,POINT(127.7615 47.862),947,13,934,0,,,"Heilongjiang, China"
Henan,China,2020-08-01,33.882,113.61399999999999,POINT(113.614 33.882),1276,22,1254,0,,,"Henan, China"
Hiroshima,Japan,2020-08-01,34.605309000000005,132.788719,POINT(132.788719 34.605309),352,3,222,127,,,"Hiroshima, Japan"
Hokkaido,Japan,2020-08-01,43.385711,142.552318,POINT(142.552318 43.385711),1435,103,1237,95,,,"Hokkaido, Japan"
Hong Kong,China,2020-08-01,22.3,114.2,POINT(114.2 22.3),3396,33,1858,1505,,,"Hong Kong, China"
Hubei,China,2020-08-01,30.9756,112.2707,POINT(112.2707 30.9756),68138,4512,63623,3,,,"Hubei, China"
Hunan,China,2020-08-01,27.6104,111.7088,POINT(111.7088 27.6104),1019,4,1015,0,,,"Hunan, China"
Hyogo,Japan,2020-08-01,35.039913,134.828057,POINT(134.828057 35.039913),1253,45,877,331,,,"Hyogo, Japan"
Ibaraki,Japan,2020-08-01,36.303588,140.319591,POINT(140.319591 36.303588),308,10,216,82,,,"Ibaraki, Japan"
Inner Mongolia,China,2020-08-01,44.0935,113.9448,POINT(113.9448 44.0935),258,1,244,13,,,"Inner Mongolia, China"
Ishikawa,Japan,2020-08-01,36.769464,136.771027,POINT(136.771027 36.769464),322,27,275,20,,,"Ishikawa, Japan"
Iwate,Japan,2020-08-01,39.593287,141.361777,POINT(141.361777 39.593287),4,0,0,4,,,"Iwate, Japan"
Jiangsu,China,2020-08-01,32.9711,119.455,POINT(119.455 32.9711),655,0,654,1,,,"Jiangsu, China"
Jiangxi,China,2020-08-01,27.614,115.7221,POINT(115.7221 27.614),932,1,931,0,,,"Jiangxi, China"
Jilin,China,2020-08-01,43.6661,126.1923,POINT(126.1923 43.6661),157,2,153,2,,,"Jilin, China"
Kagawa,Japan,2020-08-01,34.217292,133.969047,POINT(133.969047 34.217292),46,0,42,4,,,"Kagawa, Japan"
Kagoshima,Japan,2020-08-01,31.009484000000004,130.430665,POINT(130.430665 31.009484),256,1,152,103,,,"Kagoshima, Japan"
Kanagawa,Japan,2020-08-01,35.415312,139.338983,POINT(139.338983 35.415312),2544,99,2044,401,,,"Kanagawa, Japan"
Kochi,Japan,2020-08-01,33.422519,133.367307,POINT(133.367307 33.422519),80,3,73,4,,,"Kochi, Japan"
Kumamoto,Japan,2020-08-01,32.608154,130.74523100000002,POINT(130.745231 32.608154),216,3,48,165,,,"Kumamoto, Japan"
Kyoto,Japan,2020-08-01,35.253815,135.443341,POINT(135.443341 35.253815),809,20,528,261,,,"Kyoto, Japan"
Liaoning,China,2020-08-01,41.2956,122.6085,POINT(122.6085 41.2956),244,2,160,82,,,"Liaoning, China"
Macau,China,2020-08-01,22.1667,113.55,POINT(113.55 22.1667),46,0,46,0,,,"Macau, China"
Mie,Japan,2020-08-01,34.508018,136.376013,POINT(136.376013 34.508018),111,1,53,57,,,"Mie, Japan"
Miyagi,Japan,2020-08-01,38.446859,140.927086,POINT(140.927086 38.446859),165,1,140,24,,,"Miyagi, Japan"
Miyazaki,Japan,2020-08-01,32.193203999999994,131.299374,POINT(131.299374 32.193204),157,0,21,136,,,"Miyazaki, Japan"
Nagano,Japan,2020-08-01,36.132134,138.045528,POINT(138.045528 36.132134),112,0,82,30,,,"Nagano, Japan"
Nagasaki,Japan,2020-08-01,33.235712,129.608033,POINT(129.608033 33.235712),89,2,27,60,,,"Nagasaki, Japan"
Nara,Japan,2020-08-01,34.317451,135.871644,POINT(135.871644 34.317451),256,2,178,76,,,"Nara, Japan"
Niigata,Japan,2020-08-01,37.521819,138.918647,POINT(138.918647 37.521819),112,0,88,24,,,"Niigata, Japan"
Ningxia,China,2020-08-01,37.2692,106.1655,POINT(106.1655 37.2692),75,0,75,0,,,"Ningxia, China"
Oita,Japan,2020-08-01,33.200697,131.43323999999998,POINT(131.43324 33.200697),68,1,59,8,,,"Oita, Japan"
Okayama,Japan,2020-08-01,34.89246,133.826252,POINT(133.826252 34.89246),87,0,42,45,,,"Okayama, Japan"
Okinawa,Japan,2020-08-01,25.768923,126.668016,POINT(126.668016 25.768923),456,7,148,301,,,"Okinawa, Japan"
Osaka,Japan,2020-08-01,34.620965000000005,135.507481,POINT(135.507481 34.620965),4252,89,2702,1461,,,"Osaka, Japan"
Port Quarantine,Japan,2020-08-01,,,,600,1,236,363,,,"Port Quarantine, Japan"
Qinghai,China,2020-08-01,35.7452,95.9956,POINT(95.9956 35.7452),18,0,18,0,,,"Qinghai, China"
Saga,Japan,2020-08-01,33.286977,130.115738,POINT(130.115738 33.286977),89,0,53,36,,,"Saga, Japan"
Saitama,Japan,2020-08-01,35.997101,139.347635,POINT(139.347635 35.997101),2390,74,1735,581,,,"Saitama, Japan"
Shaanxi,China,2020-08-01,35.1917,108.8701,POINT(108.8701 35.1917),326,3,318,5,,,"Shaanxi, China"
Shandong,China,2020-08-01,36.3427,118.1498,POINT(118.1498 36.3427),802,7,786,9,,,"Shandong, China"
Shanghai,China,2020-08-01,31.201999999999998,121.4491,POINT(121.4491 31.202),749,7,725,17,,,"Shanghai, China"
Shanxi,China,2020-08-01,37.5777,112.2922,POINT(112.2922 37.5777),201,0,201,0,,,"Shanxi, China"
Shiga,Japan,2020-08-01,35.215827000000012,136.138064,POINT(136.138064 35.215827),179,1,113,65,,,"Shiga, Japan"
Shimane,Japan,2020-08-01,35.07076,132.55406399999998,POINT(132.554064 35.07076),29,0,25,4,,,"Shimane, Japan"
Shizuoka,Japan,2020-08-01,34.916975,138.40778400000002,POINT(138.407784 34.916975),302,1,128,173,,,"Shizuoka, Japan"
Sichuan,China,2020-08-01,30.6171,102.7103,POINT(102.7103 30.6171),608,3,597,8,,,"Sichuan, China"
Tianjin,China,2020-08-01,39.3054,117.323,POINT(117.323 39.3054),205,3,196,6,,,"Tianjin, China"
Tibet,China,2020-08-01,31.6927,88.0924,POINT(88.0924 31.6927),1,0,1,0,,,"Tibet, China"
Tochigi,Japan,2020-08-01,36.689912,139.819213,POINT(139.819213 36.689912),195,0,139,56,,,"Tochigi, Japan"
Tokushima,Japan,2020-08-01,33.919178,134.242091,POINT(134.242091 33.919178),28,1,8,19,,,"Tokushima, Japan"
Tokyo,Japan,2020-08-01,35.711343,139.446921,POINT(139.446921 35.711343),13173,332,9615,3226,,,"Tokyo, Japan"
Tottori,Japan,2020-08-01,35.359069,133.863619,POINT(133.863619 35.359069),16,0,5,11,,,"Tottori, Japan"
Toyama,Japan,2020-08-01,36.637464,137.26934599999998,POINT(137.269346 36.637464),243,22,210,11,,,"Toyama, Japan"
Unknown,Japan,2020-08-01,,,,8,0,8,0,,,"Unknown, Japan"
Wakayama,Japan,2020-08-01,33.911879,135.505446,POINT(135.505446 33.911879),163,3,102,58,,,"Wakayama, Japan"
Xinjiang,China,2020-08-01,41.1129,85.2401,POINT(85.2401 41.1129),668,3,96,569,,,"Xinjiang, China"
Yamagata,Japan,2020-08-01,38.448396,140.102154,POINT(140.102154 38.448396),76,1,75,0,,,"Yamagata, Japan"
Yamaguchi,Japan,2020-08-01,34.201190000000004,131.573293,POINT(131.573293 34.20119),58,0,41,17,,,"Yamaguchi, Japan"
Yamanashi,Japan,2020-08-01,35.612364,138.61148899999998,POINT(138.611489 35.612364),101,1,79,21,,,"Yamanashi, Japan"
Yunnan,China,2020-08-01,24.974,101.48700000000001,POINT(101.487 24.974),191,2,187,2,,,"Yunnan, China"
Zhejiang,China,2020-08-01,29.1832,120.0934,POINT(120.0934 29.1832),1270,1,1268,1,,,"Zhejiang, China"
Aichi,Japan,2020-08-04,35.035551,137.211621,POINT(137.211621 35.035551),2386,35,620,1731,,,"Aichi, Japan"
Akita,Japan,2020-08-04,39.748679,140.408228,POINT(140.408228 39.748679),18,0,16,2,,,"Akita, Japan"
Anhui,China,2020-08-04,31.8257,117.2264,POINT(117.2264 31.8257),991,6,985,0,,,"Anhui, China"
Aomori,Japan,2020-08-04,40.781541,140.828896,POINT(140.828896 40.781541),35,1,30,4,,,"Aomori, Japan"
Beijing,China,2020-08-04,40.1824,116.4142,POINT(116.4142 40.1824),934,9,919,6,,,"Beijing, China"
Chiba,Japan,2020-08-04,35.510141,140.198917,POINT(140.198917 35.510141),1871,50,1304,517,,,"Chiba, Japan"
Chongqing,China,2020-08-04,30.0572,107.874,POINT(107.874 30.0572),583,6,577,0,,,"Chongqing, China"
Ehime,Japan,2020-08-04,33.624835,132.856842,POINT(132.856842 33.624835),100,5,82,13,,,"Ehime, Japan"
